age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country
44,56,14,10,11,17,45,75,1,40,72
70,63,14,10,40,16,29,75,0,35,72
43,56,14,10,11,57,45,75,0,40,72
28,56,10,9,43,24,50,75,0,40,72
20,56,14,10,43,48,50,75,1,16,72
62,63,14,10,76,17,73,75,1,50,72
19,56,14,10,43,68,47,3,0,40,74
19,56,10,9,43,16,45,4,0,32,72
45,56,5,4,40,38,29,4,0,40,72
47,18,14,10,40,24,29,75,0,40,72
53,37,15,13,40,57,77,75,1,60,72
30,56,14,10,43,48,73,75,1,36,72
46,56,10,9,40,70,29,75,0,70,72
25,62,15,13,43,16,50,3,0,35,67
45,56,15,13,43,0,45,4,1,40,72
23,56,14,10,43,38,50,4,1,40,72
44,18,11,15,40,57,29,75,0,40,72
35,56,10,9,40,0,77,75,1,35,72
23,56,8,7,40,24,29,75,0,40,42
42,56,15,13,40,70,29,75,0,48,72
70,56,10,9,40,24,29,75,0,40,72
42,63,14,10,43,16,45,75,0,40,72
19,37,10,9,43,9,47,4,1,40,72
55,56,10,9,40,70,29,75,0,60,72
47,56,15,13,11,24,45,75,0,51,72
26,56,14,10,64,60,50,1,0,48,72
19,56,14,10,43,70,50,75,0,30,72
75,63,10,9,40,60,29,75,0,35,72
35,56,10,9,43,24,45,75,1,40,72
34,56,2,2,43,48,47,75,1,40,22
26,56,12,12,40,60,29,75,0,40,72
39,56,10,9,40,38,77,75,1,40,72
48,18,16,14,41,16,45,75,1,50,72
35,56,10,9,40,0,29,75,0,45,72
19,56,14,10,43,55,45,75,1,40,72
22,56,10,9,43,60,47,75,0,40,72
33,56,15,13,40,0,47,3,0,40,30
19,66,14,10,43,48,50,75,1,40,72
36,66,14,10,11,16,45,75,1,39,72
31,56,15,13,40,16,29,75,0,70,72
57,56,2,2,40,24,29,75,0,40,33
19,56,8,7,43,24,45,75,0,40,72
61,56,10,9,40,16,29,75,0,50,72
31,56,15,13,40,16,29,75,0,50,72
30,56,10,9,40,70,29,75,0,40,72
33,56,8,7,43,48,45,4,0,40,72
33,56,14,10,40,60,29,75,0,44,72
56,63,8,7,76,48,73,75,1,65,21
30,62,14,10,40,16,29,75,0,36,72
71,56,16,14,11,57,45,75,1,15,20
58,56,14,10,40,60,29,75,0,45,72
29,56,10,9,40,38,29,4,0,40,72
32,63,10,9,40,60,29,75,0,40,72
27,56,10,9,40,48,29,75,0,40,53
45,56,15,13,40,16,29,75,0,45,72
23,56,10,9,40,24,29,75,0,40,72
35,63,15,13,40,57,29,75,0,40,72
21,56,7,6,43,24,45,75,0,40,72
46,37,14,10,11,38,50,75,1,40,72
30,56,12,12,43,57,50,75,1,40,72
55,56,14,10,40,68,29,75,0,40,72
25,56,13,11,11,0,73,75,1,40,72
63,56,15,13,43,60,45,75,0,27,72
69,37,10,9,76,0,45,4,1,20,72
23,56,10,9,43,38,50,75,1,40,72
30,56,15,13,43,68,45,75,1,35,72
51,56,10,9,76,57,73,75,1,35,72
41,56,13,11,40,68,29,75,0,48,72
31,56,10,9,40,48,29,75,0,40,42
24,56,10,9,43,24,45,75,0,40,72
39,66,15,13,40,57,29,75,0,40,72
41,66,15,13,11,16,45,75,0,40,72
24,18,15,13,43,57,45,46,1,40,72
22,56,10,9,40,9,29,75,0,35,72
38,56,10,9,11,16,45,75,0,50,72
38,56,15,13,40,60,29,75,0,40,72
23,56,15,13,43,57,45,75,1,40,72
42,56,13,11,11,16,50,1,1,40,72
31,63,10,9,40,9,29,75,0,40,72
50,62,16,14,40,60,29,75,0,40,72
40,66,15,13,40,0,29,75,0,40,72
23,56,14,10,43,48,50,75,1,20,72
63,63,14,10,76,16,45,75,0,35,72
43,56,10,9,11,0,45,75,1,40,72
36,37,15,13,11,57,73,75,1,40,72
55,66,17,16,40,57,29,3,0,40,30
47,37,14,10,11,0,45,75,1,33,72
49,56,15,13,11,16,45,4,1,60,72
46,56,13,11,11,9,73,75,0,40,72
29,56,10,9,43,9,45,75,0,40,72
56,62,9,8,76,16,45,75,1,40,72
59,56,10,9,40,9,29,75,0,40,72
59,63,14,10,40,9,29,75,0,20,72
58,56,10,9,40,60,29,75,0,40,72
59,18,12,12,40,0,29,75,0,40,72
46,63,13,11,40,9,29,75,0,40,72
40,62,15,13,40,9,29,75,0,15,72
59,56,7,6,40,38,29,75,0,40,72
30,18,14,10,43,9,45,75,0,40,72
47,63,15,13,40,17,29,75,0,60,72
29,62,10,9,40,9,29,75,0,60,72
36,66,10,9,43,16,73,4,0,90,72
30,63,10,9,11,9,45,75,0,40,72
39,56,10,9,43,17,73,75,0,40,72
39,56,9,8,40,70,29,75,0,70,72
25,56,14,10,43,48,45,75,1,40,72
38,56,10,9,40,48,29,75,0,40,72
39,63,10,9,40,60,77,4,1,54,12
40,56,12,12,40,68,29,75,0,44,72
48,37,16,14,11,16,73,4,1,40,72
49,62,14,10,11,16,45,75,0,50,72
39,18,14,10,40,0,29,75,0,40,72
43,56,10,9,40,48,29,3,0,60,7
37,56,5,4,40,17,29,75,0,60,72
28,56,16,14,40,60,29,75,0,45,19
45,56,15,13,11,16,73,75,1,40,72
47,37,14,10,40,57,29,4,0,50,72
20,56,14,10,43,70,50,75,0,40,72
52,56,9,8,40,9,29,75,0,40,72
19,56,14,10,43,60,50,75,1,30,72
35,56,10,9,64,70,50,75,0,50,72
31,56,10,9,43,9,45,1,0,45,72
35,56,15,13,43,24,45,3,1,50,23
51,56,14,10,40,16,29,75,0,60,72
69,56,13,11,76,60,45,75,1,25,72
32,56,14,10,64,68,73,75,1,50,72
37,18,14,10,40,9,29,75,0,40,72
34,56,15,13,43,16,50,1,1,40,72
55,18,14,10,40,9,29,75,0,45,72
37,56,10,9,43,38,45,4,0,40,72
34,56,13,11,40,9,29,75,0,40,72
48,56,14,10,11,16,73,75,1,40,72
60,66,12,12,40,57,29,75,0,20,42
24,56,14,10,43,68,45,75,1,16,72
59,56,10,9,11,68,73,75,0,60,72
51,56,10,9,40,68,29,75,0,40,72
37,56,13,11,40,9,29,75,0,40,54
37,56,12,12,40,60,29,75,0,40,72
21,56,10,9,40,38,29,4,0,40,72
32,56,10,9,40,9,29,75,0,40,72
45,63,13,11,40,58,29,75,0,3,72
61,56,10,9,40,48,29,75,0,40,72
24,56,14,10,43,38,45,75,0,40,72
42,56,14,10,76,60,73,4,1,40,72
55,37,16,14,11,57,73,75,1,45,72
50,56,15,13,11,16,73,75,0,45,72
34,56,10,9,11,9,73,75,0,45,72
28,56,15,13,43,57,45,75,1,40,72
37,56,14,10,11,48,73,4,1,40,72
32,63,9,8,40,9,29,75,0,40,72
34,37,16,14,43,57,45,75,1,50,72
43,66,15,13,40,16,29,75,0,55,72
27,56,15,13,40,60,29,75,0,45,72
48,37,15,13,40,16,29,75,0,60,42
46,56,10,9,40,9,29,75,0,40,72
28,56,10,9,43,48,73,4,1,52,72
19,56,14,10,43,48,50,75,0,30,42
32,56,16,14,43,68,45,3,0,11,67
39,63,8,7,40,70,29,75,0,40,72
21,56,10,9,43,24,50,4,0,20,72
24,56,14,10,64,0,73,75,1,35,72
23,63,15,13,43,0,50,75,0,40,72
58,56,15,13,40,16,29,75,0,45,72
37,56,7,6,43,9,50,75,0,35,72
26,56,10,9,11,60,73,75,1,40,72
41,37,10,9,40,70,29,75,0,60,72
23,56,10,9,40,48,29,75,0,40,22
19,56,7,6,43,24,50,75,0,25,72
39,56,13,11,40,9,29,75,0,50,72
50,18,14,10,40,16,29,75,0,40,72
23,56,8,7,40,38,29,75,0,40,72
48,56,14,10,11,0,73,75,1,45,72
40,56,10,9,11,60,45,75,0,60,72
38,56,10,9,40,58,29,75,0,40,61
17,56,8,7,43,60,50,75,0,20,72
72,56,14,10,76,0,45,75,1,25,72
52,56,13,11,40,9,29,75,0,40,72
59,56,5,4,64,48,50,4,1,38,72
27,56,6,5,43,55,73,75,1,24,42
42,56,15,13,40,57,29,75,0,45,72
49,56,10,9,43,0,73,75,1,35,72
33,56,14,10,40,9,77,75,1,60,72
52,56,14,10,43,16,45,75,1,50,72
26,37,14,10,43,58,50,75,0,40,72
28,63,16,14,40,16,77,75,1,30,72
33,56,6,5,43,38,45,75,0,50,72
47,56,10,9,11,9,45,75,0,42,72
23,18,14,10,40,0,47,75,1,40,72
22,56,10,9,43,60,73,75,1,35,72
46,37,15,13,11,57,45,75,1,25,72
51,56,14,10,11,0,73,75,1,40,72
24,56,10,9,40,9,29,75,0,40,72
24,56,10,9,40,38,77,75,1,40,72
35,56,10,9,40,60,29,75,0,50,72
48,56,10,9,76,38,45,75,1,48,72
72,37,17,16,40,16,29,75,0,40,72
32,56,5,4,11,48,73,75,1,40,72
58,56,10,9,11,60,47,75,1,40,72
27,56,15,13,43,38,45,75,0,41,72
51,63,14,10,40,57,77,75,1,60,6
45,56,15,13,40,16,29,75,0,50,72
18,56,8,7,43,48,50,75,1,19,72
45,18,12,12,43,0,45,75,0,40,8
60,56,10,9,76,38,45,75,1,40,72
45,56,10,9,40,70,29,4,0,24,72
33,56,15,13,43,60,45,75,1,40,72
22,56,10,9,43,57,50,75,1,20,72
25,56,13,11,43,48,73,1,1,40,72
29,66,16,14,40,57,29,3,0,20,67
25,56,10,9,40,48,29,75,0,50,42
43,56,13,11,40,17,29,75,0,40,72
26,56,15,13,43,16,45,75,0,70,72
37,56,10,9,40,48,29,75,0,40,72
25,56,3,3,43,38,47,75,0,40,42
36,56,15,13,11,57,45,75,1,50,72
38,56,10,9,43,60,73,75,0,42,72
27,66,15,13,43,57,45,75,1,40,72
58,63,10,9,40,9,29,75,0,20,72
63,56,10,9,11,57,45,75,1,72,72
59,56,7,6,40,9,29,75,0,40,72
31,56,10,9,40,70,29,75,0,60,72
31,56,10,9,43,9,45,75,0,50,72
23,56,10,9,43,9,73,75,0,40,72
42,56,10,9,40,24,29,75,0,40,72
38,56,10,9,11,38,45,75,0,45,72
25,56,10,9,43,48,50,75,1,6,72
20,56,14,10,43,48,50,75,0,16,72
18,56,10,9,43,60,50,75,1,25,72
33,37,14,10,40,58,29,75,0,40,72
35,56,7,6,40,48,29,3,0,60,30
24,56,10,9,43,48,45,75,1,40,72
33,66,17,16,40,57,29,3,0,50,27
39,56,16,14,40,0,29,75,0,40,72
23,56,14,10,43,24,50,75,0,35,72
29,56,10,9,43,24,45,75,0,40,72
38,56,11,15,40,57,29,75,0,99,72
29,56,10,9,41,68,50,4,0,40,72
44,56,10,9,40,9,29,75,0,65,72
53,37,16,14,76,57,73,4,1,35,72
25,56,14,10,43,0,45,75,1,50,72
25,56,10,9,40,60,29,46,0,50,72
37,56,14,10,40,0,77,75,1,45,72
44,56,17,16,40,57,29,75,0,40,72
47,56,10,9,64,0,73,75,1,40,72
21,37,14,10,43,0,45,75,1,4,72
37,56,13,11,40,9,29,75,0,40,72
51,56,16,14,43,57,45,75,0,55,72
19,56,14,10,43,24,50,75,0,50,72
49,62,14,10,11,9,45,75,0,55,72
28,56,14,10,64,38,45,75,0,40,72
43,66,14,10,11,0,45,4,0,50,72
29,56,10,9,40,38,29,75,0,48,72
33,56,10,9,40,0,77,46,1,19,72
61,56,6,5,43,38,73,4,1,40,72
52,56,5,4,11,38,45,75,1,64,72
55,56,10,9,40,9,29,75,0,40,72
45,18,14,10,40,16,29,75,0,40,72
54,18,15,13,11,16,45,75,0,40,72
45,66,16,14,40,57,29,75,0,60,72
50,56,8,7,11,48,73,75,1,40,72
24,56,10,9,43,24,45,75,0,40,72
70,63,11,15,40,57,29,75,0,25,72
50,56,10,9,11,0,45,75,1,40,72
21,56,14,10,43,60,50,75,1,20,72
63,66,17,16,40,16,29,75,0,50,72
22,56,14,10,43,24,50,75,1,36,72
40,37,16,14,40,57,77,75,1,40,72
38,63,10,9,11,17,50,75,0,50,72
40,37,15,13,40,57,29,75,0,75,72
43,56,10,9,40,24,29,75,0,50,72
28,56,15,13,40,57,29,75,0,50,72
46,56,14,10,40,68,29,75,0,40,72
48,56,10,9,40,70,29,75,0,40,72
37,56,10,9,11,38,73,75,0,40,72
24,56,10,9,40,9,29,75,0,50,72
64,56,10,9,40,70,29,75,0,45,72
35,56,12,12,41,60,50,4,1,36,72
44,56,14,10,40,38,29,75,0,44,72
39,56,17,16,11,57,73,75,1,80,72
44,56,10,9,76,48,73,4,1,30,72
55,56,10,9,40,9,29,75,0,40,72
36,56,15,13,40,16,29,75,0,50,72
40,63,10,9,40,9,29,3,0,66,65
29,18,10,9,11,0,45,46,0,45,72
51,56,10,9,40,57,29,75,0,40,72
39,63,15,13,40,57,29,75,0,50,35
35,56,10,9,11,16,73,75,1,55,72
61,56,14,10,40,60,29,75,0,40,72
51,56,10,9,40,70,29,75,0,40,72
44,63,10,9,40,57,29,75,0,40,72
31,56,15,13,43,57,45,75,1,40,72
56,56,14,10,40,38,29,75,0,40,72
28,37,15,13,43,57,45,75,1,40,72
44,56,11,15,11,57,45,75,0,45,72
47,56,14,10,40,9,29,75,0,55,72
25,37,15,13,40,57,29,75,0,40,72
33,62,17,16,40,57,29,75,0,60,72
31,56,5,4,43,38,45,46,1,40,42
35,56,12,12,43,0,45,75,1,40,72
29,56,13,11,40,38,29,75,0,48,72
45,62,14,10,40,60,29,75,0,30,72
47,56,2,2,41,17,45,75,0,12,42
45,56,10,9,64,0,73,75,1,38,72
25,66,15,13,43,58,45,4,1,40,72
30,56,10,9,40,70,29,75,0,40,72
42,56,10,9,43,0,47,4,1,40,71
35,66,15,13,43,57,45,75,1,40,72
50,56,14,10,40,38,29,75,0,40,72
27,56,12,12,40,0,29,75,0,40,72
18,56,10,9,40,9,29,75,0,25,72
20,56,10,9,43,60,45,75,0,30,72
22,66,14,10,43,68,50,75,1,10,72
43,63,15,13,40,57,77,75,1,35,72
32,56,15,13,40,60,29,46,0,40,59
59,56,8,7,40,0,29,75,0,40,72
50,63,10,9,40,16,29,75,0,40,72
51,56,14,10,40,16,29,75,0,40,72
35,56,14,10,11,0,73,75,1,39,72
78,63,5,4,40,17,29,75,0,25,72
25,56,10,9,43,55,45,75,1,50,72
33,56,15,13,43,60,45,75,0,45,72
53,66,10,9,40,0,29,75,0,35,72
48,56,7,6,40,16,29,75,0,45,72
24,56,12,12,43,60,45,75,0,35,72
31,56,10,9,40,0,77,75,1,40,72
35,56,16,14,43,57,45,3,1,40,67
29,56,13,11,43,68,45,75,0,40,72
45,56,14,10,43,9,45,75,1,80,72
46,63,10,9,40,17,29,75,0,50,72
30,66,16,14,40,57,29,3,0,17,67
47,56,10,9,40,70,29,75,0,45,72
46,56,10,9,11,9,47,75,0,40,72
34,56,14,10,43,48,45,75,0,40,72
69,62,15,13,40,16,29,75,0,45,72
24,37,10,9,11,58,73,4,1,40,72
35,56,10,9,40,16,29,75,0,35,72
28,56,16,14,43,57,45,75,1,40,72
44,56,10,9,40,24,29,4,0,40,72
57,56,10,9,40,9,29,75,0,84,72
20,56,14,10,43,48,50,75,1,20,72
24,56,14,10,43,9,50,75,0,40,72
71,56,6,5,11,55,45,4,1,6,72
29,56,14,10,11,68,73,75,0,40,72
49,56,16,14,40,60,29,75,0,40,72
22,56,14,10,40,38,29,75,0,40,42
33,56,14,10,43,0,45,75,0,36,72
22,56,14,10,43,60,73,75,1,32,72
40,18,14,10,40,0,29,4,0,40,72
43,66,10,9,11,16,73,75,1,40,72
46,56,13,11,40,68,29,75,0,40,72
43,56,15,13,40,38,29,4,0,40,72
30,56,10,9,43,48,45,75,0,40,59
46,56,6,5,40,38,77,75,1,40,72
51,56,10,9,43,38,45,75,1,40,72
57,62,10,9,40,60,29,75,0,40,10
36,56,10,9,11,0,73,4,1,40,72
54,56,10,9,40,9,29,75,0,44,72
37,37,14,10,40,9,29,75,0,40,72
38,56,14,10,11,0,50,75,1,40,72
60,56,8,7,76,70,73,4,0,40,72
28,63,9,8,40,9,45,75,0,40,72
40,56,1,1,40,48,29,75,0,40,42
55,56,6,5,40,68,77,75,1,23,72
28,56,13,11,40,0,77,3,1,40,30
64,66,14,10,64,0,45,75,1,65,72
36,63,14,10,11,60,73,75,1,35,72
35,56,10,9,11,16,73,75,1,40,72
73,63,5,4,40,17,29,75,0,99,72
53,56,16,14,43,57,45,75,1,54,72
33,18,13,11,40,68,29,75,0,40,72
24,56,14,10,40,24,29,75,0,40,72
24,56,10,9,43,60,50,75,1,30,72
37,56,10,9,40,9,29,75,0,40,72
63,56,10,9,40,9,29,75,0,40,72
29,56,10,9,40,70,29,75,0,40,72
29,56,13,11,40,9,29,3,0,32,72
23,56,10,9,40,38,29,46,0,40,42
23,56,14,10,43,16,50,46,1,40,72
26,37,15,13,43,57,50,4,1,40,72
49,37,8,7,11,24,73,75,0,40,72
33,56,6,5,11,9,73,75,0,55,72
31,56,10,9,40,38,29,75,0,40,72
35,63,15,13,11,16,45,75,0,25,72
43,56,16,14,40,16,29,75,0,50,72
40,56,9,8,40,70,29,4,0,40,34
53,56,5,4,11,38,73,4,1,56,72
36,56,10,9,43,60,50,75,1,40,72
52,56,14,10,11,16,45,75,0,60,72
29,56,10,9,43,70,47,46,0,40,12
40,56,15,13,40,24,50,75,0,40,72
28,56,10,9,43,24,50,75,1,40,72
39,37,10,9,64,16,73,75,0,40,72
22,56,8,7,43,60,73,75,1,30,72
23,56,15,13,43,68,45,75,1,40,72
56,56,10,9,40,9,29,75,0,60,72
26,56,12,12,43,48,50,4,0,40,72
36,56,10,9,40,9,29,75,0,64,72
47,56,15,13,43,16,45,75,0,50,72
43,56,15,13,40,60,29,75,0,50,72
23,56,15,13,43,48,50,75,0,40,72
59,63,10,9,40,17,29,75,0,20,72
58,56,15,13,40,68,29,75,0,40,72
36,56,10,9,40,9,29,75,0,40,72
19,56,8,7,43,9,47,75,0,25,72
34,56,10,9,64,0,73,75,1,40,72
19,56,10,9,43,9,50,75,0,20,72
43,56,7,6,40,0,29,75,0,40,72
50,56,8,7,40,70,29,75,0,40,72
72,56,7,6,40,60,29,75,0,15,72
46,37,12,12,40,0,29,75,0,40,72
18,56,7,6,43,48,50,75,0,6,72
48,56,7,6,40,60,29,75,0,70,72
40,56,11,15,40,57,29,75,0,40,72
41,37,10,9,40,9,29,75,0,40,72
26,37,15,13,43,57,50,75,0,40,72
61,62,15,13,40,16,29,75,0,50,20
41,56,10,9,11,0,73,75,1,40,72
46,56,11,15,64,57,45,75,0,50,72
28,56,15,13,40,60,77,4,1,45,72
22,56,15,13,43,16,45,75,0,40,72
32,56,10,9,11,48,50,75,0,40,72
31,37,10,9,40,58,29,75,0,40,72
24,56,10,9,43,48,45,75,1,30,72
21,56,14,10,43,48,50,75,1,40,59
22,37,14,10,43,57,45,75,1,21,72
21,56,14,10,43,48,50,75,0,35,72
22,56,14,10,43,0,50,75,0,10,72
62,56,15,13,40,60,29,75,0,20,72
21,78,10,9,43,9,50,4,0,40,72
50,56,15,13,40,17,29,75,0,45,72
36,56,10,9,64,48,73,4,1,30,72
26,56,10,9,11,9,45,75,0,40,72
82,56,3,3,76,48,73,75,0,20,72
47,56,13,11,11,60,45,75,0,50,72
34,56,10,9,43,9,45,75,0,40,72
35,56,15,13,43,0,45,75,1,40,72
23,56,10,9,43,48,45,75,1,25,72
63,66,14,10,40,58,29,75,0,32,72
33,62,10,9,76,60,73,75,1,40,72
45,63,16,14,11,57,45,75,1,15,72
34,37,10,9,40,70,29,75,0,45,72
34,56,15,13,43,60,45,75,0,40,72
64,56,10,9,40,58,29,75,0,40,72
19,56,14,10,43,24,50,75,0,20,72
51,56,5,4,11,38,45,75,1,48,72
26,56,15,13,43,60,45,3,1,40,65
34,63,10,9,43,9,45,75,0,50,72
21,56,14,10,43,60,50,75,1,22,72
19,56,10,9,43,0,50,75,1,20,72
39,56,17,16,40,57,29,75,0,55,72
46,37,16,14,40,57,29,4,0,38,72
39,56,10,9,11,60,45,75,0,60,72
36,56,1,1,43,38,45,4,0,40,59
35,56,15,13,40,0,29,75,0,40,72
31,37,16,14,40,57,29,75,0,45,72
56,37,14,10,11,0,45,75,1,35,72
58,37,14,10,43,57,45,75,1,55,72
58,56,14,10,40,48,77,75,1,30,72
35,56,8,7,11,24,47,75,0,40,72
34,56,7,6,11,38,45,4,0,60,72
56,56,10,9,11,48,73,75,1,40,72
20,56,10,9,43,60,45,75,1,30,72
49,66,14,10,11,57,45,75,1,20,72
43,56,15,13,40,16,29,75,0,40,72
29,56,10,9,40,58,29,75,0,35,51
45,63,16,14,40,60,29,75,0,40,72
23,56,14,10,43,48,50,75,1,30,72
46,56,14,10,40,48,77,75,1,40,72
30,56,15,13,43,57,45,75,0,50,72
28,56,7,6,43,38,45,75,1,40,72
29,56,10,9,11,38,73,75,0,56,72
60,18,10,9,43,0,45,4,1,40,72
45,63,10,9,40,9,29,75,0,40,72
17,56,8,7,43,60,50,75,1,15,72
17,63,9,8,43,24,50,75,0,15,72
62,66,12,12,76,57,45,75,1,40,72
52,56,13,11,11,48,45,75,0,32,72
25,56,14,10,43,0,45,75,0,40,72
45,37,14,10,11,0,73,4,1,38,72
51,56,14,10,11,0,73,75,1,40,72
37,18,14,10,11,68,73,1,1,20,72
53,62,14,10,40,17,29,75,0,60,72
28,56,10,9,43,38,45,75,1,40,72
28,56,10,9,40,70,29,75,0,40,72
51,63,10,9,40,60,29,75,0,40,72
43,37,15,13,11,16,73,75,0,42,20
45,56,10,9,43,9,45,75,0,40,72
38,56,10,9,11,0,45,75,1,40,72
26,56,14,10,64,60,47,4,0,30,72
52,56,15,13,40,9,29,3,0,40,72
47,56,14,10,11,16,73,75,1,40,72
24,56,15,13,43,48,50,75,1,30,72
45,18,16,14,11,16,45,75,0,40,72
39,37,10,9,40,38,29,75,0,38,72
17,56,8,7,43,60,50,75,1,8,72
28,37,15,13,43,0,45,4,1,60,72
37,18,14,10,40,0,29,75,0,42,72
32,56,2,2,43,17,45,46,0,50,42
27,56,13,11,40,0,77,4,1,40,72
38,56,15,13,40,16,29,75,0,40,72
37,62,15,13,40,9,29,75,0,60,72
49,56,14,10,43,48,45,75,1,60,72
27,56,14,10,43,0,73,75,1,50,72
36,18,14,10,11,16,73,4,1,40,72
64,66,10,9,76,0,45,75,1,38,72
53,56,5,4,40,16,29,75,0,40,72
49,56,8,7,40,9,29,75,0,40,10
29,56,10,9,43,60,50,75,1,40,72
40,56,15,13,40,48,77,75,1,40,59
21,56,14,10,43,0,50,3,1,40,74
41,56,10,9,11,70,45,75,0,40,72
44,56,5,4,11,24,45,75,0,48,72
30,56,10,9,43,24,47,75,0,40,72
53,56,8,7,40,38,29,75,0,40,72
34,56,10,9,11,9,73,75,0,40,72
17,56,7,6,43,48,50,75,0,16,72
36,56,10,9,11,17,73,75,0,50,72
42,56,10,9,40,38,29,75,0,45,72
32,56,8,7,11,60,45,75,0,43,72
47,56,10,9,40,38,29,75,0,40,10
58,56,7,6,43,48,45,75,0,40,72
29,56,15,13,43,9,45,75,1,45,72
62,63,10,9,40,17,29,75,0,35,72
24,37,14,10,43,58,73,46,0,40,72
30,18,15,13,43,16,47,3,1,45,72
33,66,16,14,43,57,45,75,0,60,72
52,63,10,9,40,9,29,3,0,40,72
51,56,10,9,11,57,45,75,0,40,72
27,56,14,10,11,9,73,75,1,40,72
34,56,15,13,40,9,29,75,0,40,72
19,56,14,10,43,60,50,3,0,35,36
32,56,14,10,40,9,29,75,0,45,72
30,56,10,9,43,0,73,75,1,40,72
34,56,14,10,43,9,45,4,0,28,72
28,56,14,10,40,24,29,75,0,40,72
36,56,10,9,40,9,29,75,0,40,72
73,56,5,4,40,60,29,75,0,30,72
47,56,10,9,40,9,29,75,0,40,72
21,56,14,10,43,0,50,3,1,40,72
40,56,10,9,40,16,29,75,0,45,72
24,56,10,9,43,60,45,75,0,38,72
38,56,10,9,76,48,73,75,1,20,72
43,56,10,9,40,9,29,75,0,40,72
17,56,8,7,43,60,50,75,1,16,72
39,56,15,13,11,57,45,75,0,40,72
25,56,15,13,43,16,45,75,1,40,72
42,37,14,10,40,58,29,75,0,52,72
33,56,14,10,43,60,50,75,0,45,72
27,56,14,10,40,17,29,75,0,80,72
31,56,14,10,40,9,29,3,0,40,72
42,56,15,13,11,0,73,75,0,30,72
34,56,10,9,43,9,73,75,0,30,72
28,56,15,13,43,57,45,75,0,60,72
23,56,10,9,43,0,50,4,1,40,72
41,56,15,13,40,57,77,75,1,15,10
19,56,14,10,43,60,50,75,1,9,72
47,37,16,14,43,57,45,75,1,45,72
30,56,10,9,40,38,29,75,0,60,32
35,56,15,13,43,16,45,75,0,45,72
53,18,15,13,11,16,73,4,1,50,72
28,63,14,10,43,57,73,75,0,40,72
44,56,3,3,40,24,29,75,0,40,42
40,56,10,9,40,60,29,75,0,60,72
48,56,10,9,11,70,45,75,0,40,72
23,56,14,10,43,24,45,75,0,40,72
30,37,15,13,40,58,29,75,0,40,72
46,56,10,9,40,48,77,75,1,40,72
28,56,15,13,40,16,29,75,0,46,72
29,56,14,10,43,0,45,75,1,40,72
34,56,14,10,40,16,29,75,0,40,72
22,56,10,9,43,48,45,75,0,40,72
21,63,10,9,40,9,29,75,0,40,72
31,56,15,13,43,16,45,75,0,40,72
40,56,14,10,11,70,45,75,0,48,72
21,56,14,10,43,0,45,75,1,38,72
34,63,10,9,43,9,45,75,0,45,72
43,56,16,14,40,57,29,75,0,55,72
20,56,14,10,43,60,50,75,1,20,72
50,56,10,9,64,48,73,4,1,40,72
32,56,13,11,11,16,45,75,1,50,72
29,56,10,9,43,38,45,75,0,40,13
71,62,16,14,40,16,29,75,0,40,72
39,56,10,9,11,57,73,75,1,40,72
46,56,10,9,11,68,45,75,1,43,72
55,56,10,9,40,70,29,75,0,50,72
20,56,14,10,43,60,50,75,0,30,72
36,56,13,11,11,0,73,4,1,54,72
38,66,15,13,40,16,77,4,1,30,72
48,56,5,4,40,48,29,3,0,30,7
44,37,15,13,11,58,45,75,0,40,72
45,56,10,9,76,9,45,75,1,40,72
27,56,15,13,43,60,45,75,0,45,72
33,56,15,13,43,57,45,75,1,45,72
26,56,15,13,43,60,45,75,0,40,72
52,56,10,9,11,70,45,75,0,45,72
30,56,15,13,43,60,45,75,0,60,72
27,63,14,10,40,16,29,75,0,40,72
38,56,10,9,43,24,45,75,0,50,72
30,18,15,13,40,57,29,75,0,40,72
48,62,15,13,11,60,45,75,0,60,72
29,56,17,16,43,57,45,75,0,40,6
26,56,15,13,43,16,45,75,1,45,72
46,56,14,10,40,9,29,75,0,40,72
25,56,10,9,43,17,50,75,0,40,72
32,56,7,6,40,24,29,1,0,40,72
22,56,14,10,43,0,50,75,1,20,72
37,56,12,12,40,57,29,75,0,45,72
37,18,14,10,64,16,45,75,0,55,72
43,56,10,9,40,0,29,75,0,40,72
38,56,10,9,40,38,77,75,1,40,72
18,56,10,9,43,0,47,75,1,30,72
36,56,12,12,40,9,29,75,0,52,72
50,56,16,14,40,16,29,75,0,50,72
34,56,15,13,40,16,29,75,0,40,72
30,56,15,13,40,57,29,75,0,35,72
59,56,10,9,64,48,45,75,1,40,72
33,37,14,10,40,58,29,75,0,40,72
19,56,10,9,43,48,50,75,0,30,72
40,56,10,9,11,60,73,75,1,30,72
50,37,16,14,11,57,45,75,1,45,72
60,63,14,10,40,17,29,75,0,15,72
26,56,8,7,43,9,45,75,0,40,72
23,56,14,10,43,70,45,75,0,40,72
36,56,14,10,11,68,73,75,1,40,72
55,56,7,6,40,48,29,75,0,40,72
46,56,15,13,40,38,29,75,0,40,20
60,66,14,10,40,58,29,75,0,40,72
34,56,15,13,64,60,45,75,0,50,72
21,56,14,10,11,9,50,75,0,40,72
24,56,15,13,43,38,45,75,0,65,72
52,63,11,15,40,57,29,75,0,50,72
57,56,10,9,40,9,29,75,0,55,72
49,62,14,10,40,60,29,75,0,50,72
37,56,10,9,43,0,45,75,0,42,72
